Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
3,15252,47390,ACAD,Acadia NP,1986
4,15252,257926,ACAD,Acadia NP,1986
5,15252,411604,ACAD,Acadia NP,1986
6,15252,486835,ACAD,Acadia NP,1986
7,15252,717864,ACAD,Acadia NP,1986
8,15252,809273,ACAD,Acadia NP,1986
9,15252,488247,ACAD,Acadia NP,1986
10,15252,407396,ACAD,Acadia NP,1986
11,15252,204770,ACAD,Acadia NP,1986
12,15252,36325,ACAD,Acadia NP,1986
1,16200,35579,ACAD,Acadia NP,1987
2,14850,35766,ACAD,Acadia NP,1987
3,15723,56924,ACAD,Acadia NP,1987
4,15723,292358,ACAD,Acadia NP,1987
5,15723,444265,ACAD,Acadia NP,1987
6,15723,523486,ACAD,Acadia NP,1987
7,15723,751309,ACAD,Acadia NP,1987
8,15723,786970,ACAD,Acadia NP,1987
9,15723,562309,ACAD,Acadia NP,1987
10,15723,444810,ACAD,Acadia NP,1987
11,15723,299699,ACAD,Acadia NP,1987
12,15723,54679,ACAD,Acadia NP,1987
1,15723,43462,ACAD,Acadia NP,1988
2,15723,30060,ACAD,Acadia NP,1988
3,15723,54253,ACAD,Acadia NP,1988
4,15723,223653,ACAD,Acadia NP,1988
5,15723,448299,ACAD,Acadia NP,1988
6,15723,582015,ACAD,Acadia NP,1988
7,15723,799802,ACAD,Acadia NP,1988
8,15723,909762,ACAD,Acadia NP,1988
9,15723,601530,ACAD,Acadia NP,1988
10,15723,455637,ACAD,Acadia NP,1988
11,15723,303503,ACAD,Acadia NP,1988
12,15723,50307,ACAD,Acadia NP,1988
1,15723,41114,ACAD,Acadia NP,1989
2,15723,42012,ACAD,Acadia NP,1989
3,15723,74773,ACAD,Acadia NP,1989
4,15723,324714,ACAD,Acadia NP,1989
5,15723,579272,ACAD,Acadia NP,1989
6,15723,704488,ACAD,Acadia NP,1989
7,15723,999535,ACAD,Acadia NP,1989
8,15723,1045060,ACAD,Acadia NP,1989
9,15723,666669,ACAD,Acadia NP,1989
10,15723,610334,ACAD,Acadia NP,1989
11,15723,302857,ACAD,Acadia NP,1989
12,15723,50124,ACAD,Acadia NP,1989
1,20343,16084,ACAD,Acadia NP,1990
2,19923,13383,ACAD,Acadia NP,1990
3,20373,30060,ACAD,Acadia NP,1990
4,21723,17898,ACAD,Acadia NP,1990
5,21923,148090,ACAD,Acadia NP,1990
6,21723,290533,ACAD,Acadia NP,1990
7,21923,554953,ACAD,Acadia NP,1990
8,21923,645522,ACAD,Acadia NP,1990
9,21723,355864,ACAD,Acadia NP,1990
10,20373,207770,ACAD,Acadia NP,1990
11,20223,47633,ACAD,Acadia NP,1990
12,20373,11801,ACAD,Acadia NP,1990
1,20373,24588,ACAD,Acadia NP,1991
2,19923,14667,ACAD,Acadia NP,1991
3,20373,31291,ACAD,Acadia NP,1991
4,21723,75738,ACAD,Acadia NP,1991
5,21923,157252,ACAD,Acadia NP,1991
6,21723,295348,ACAD,Acadia NP,1991
7,21923,574529,ACAD,Acadia NP,1991
8,21923,640990,ACAD,Acadia NP,1991
9,21723,377904,ACAD,Acadia NP,1991
10,20373,224497,ACAD,Acadia NP,1991
11,20223,45518,ACAD,Acadia NP,1991
12,20373,13535,ACAD,Acadia NP,1991
1,20373,17510,ACAD,Acadia NP,1992
2,19923,21110,ACAD,Acadia NP,1992
3,20373,30312,ACAD,Acadia NP,1992
4,21723,63276,ACAD,Acadia NP,1992
5,21923,164400,ACAD,Acadia NP,1992
6,21723,262173,ACAD,Acadia NP,1992
7,21923,539109,ACAD,Acadia NP,1992
8,21923,615843,ACAD,Acadia NP,1992
9,21723,391798,ACAD,Acadia NP,1992
10,20373,211573,ACAD,Acadia NP,1992
11,20223,46316,ACAD,Acadia NP,1992
12,20373,18693,ACAD,Acadia NP,1992
1,20373,19402,ACAD,Acadia NP,1993
2,19923,15556,ACAD,Acadia NP,1993
3,20373,29040,ACAD,Acadia NP,1993
4,21723,57707,ACAD,Acadia NP,1993
5,21923,192823,ACAD,Acadia NP,1993
6,21723,300647,ACAD,Acadia NP,1993
7,21923,586449,ACAD,Acadia NP,1993
8,21923,719671,ACAD,Acadia NP,1993
9,21723,417317,ACAD,Acadia NP,1993
10,20373,254615,ACAD,Acadia NP,1993
11,20223,43755,ACAD,Acadia NP,1993
12,20373,19052,ACAD,Acadia NP,1993
1,20373,13364,ACAD,Acadia NP,1994
2,19923,18112,ACAD,Acadia NP,1994
3,20373,29086,ACAD,Acadia NP,1994
4,21723,58788,ACAD,Acadia NP,1994
5,21923,182781,ACAD,Acadia NP,1994
6,21723,311803,ACAD,Acadia NP,1994
7,21923,617622,ACAD,Acadia NP,1994
8,21923,720079,ACAD,Acadia NP,1994
9,21723,421106,ACAD,Acadia NP,1994
10,20373,268779,ACAD,Acadia NP,1994
11,20223,48907,ACAD,Acadia NP,1994
12,20373,20322,ACAD,Acadia NP,1994
1,20373,14894,ACAD,Acadia NP,1995
2,19923,20510,ACAD,Acadia NP,1995
3,20373,32120,ACAD,Acadia NP,1995
4,21723,86198,ACAD,Acadia NP,1995
5,21923,175550,ACAD,Acadia NP,1995
6,21723,355270,ACAD,Acadia NP,1995
7,21923,626947,ACAD,Acadia NP,1995
8,21923,753799,ACAD,Acadia NP,1995
9,21723,439553,ACAD,Acadia NP,1995
10,20373,271606,ACAD,Acadia NP,1995
11,20223,54121,ACAD,Acadia NP,1995
12,20373,14810,ACAD,Acadia NP,1995
1,20373,17655,ACAD,Acadia NP,1996
2,19923,15576,ACAD,Acadia NP,1996
3,20373,32452,ACAD,Acadia NP,1996
4,21723,76597,ACAD,Acadia NP,1996
5,21923,166290,ACAD,Acadia NP,1996
6,21723,327723,ACAD,Acadia NP,1996
7,21923,571017,ACAD,Acadia NP,1996
8,21923,714090,ACAD,Acadia NP,1996
9,21723,426562,ACAD,Acadia NP,1996
10,20373,280577,ACAD,Acadia NP,1996
11,20223,56828,ACAD,Acadia NP,1996
12,20373,19464,ACAD,Acadia NP,1996
1,20373,16292,ACAD,Acadia NP,1997
2,19923,17230,ACAD,Acadia NP,1997
3,20373,27035,ACAD,Acadia NP,1997
4,21723,77005,ACAD,Acadia NP,1997
5,21923,132194,ACAD,Acadia NP,1997
6,21723,340064,ACAD,Acadia NP,1997
7,21923,622847,ACAD,Acadia NP,1997
8,21923,758140,ACAD,Acadia NP,1997
9,21723,404808,ACAD,Acadia NP,1997
10,20373,287171,ACAD,Acadia NP,1997
11,20223,57810,ACAD,Acadia NP,1997
12,20373,19710,ACAD,Acadia NP,1997
1,20373,16726,ACAD,Acadia NP,1998
2,19923,17028,ACAD,Acadia NP,1998
3,20373,27500,ACAD,Acadia NP,1998
4,21723,81896,ACAD,Acadia NP,1998
5,21923,148052,ACAD,Acadia NP,1998
6,21723,307208,ACAD,Acadia NP,1998
7,21923,565477,ACAD,Acadia NP,1998
8,21923,701097,ACAD,Acadia NP,1998
9,21723,391378,ACAD,Acadia NP,1998
10,20373,266138,ACAD,Acadia NP,1998
11,20223,55225,ACAD,Acadia NP,1998
12,20373,16772,ACAD,Acadia NP,1998
1,20373,16430,ACAD,Acadia NP,1999
2,19923,17162,ACAD,Acadia NP,1999
3,20373,33688,ACAD,Acadia NP,1999
4,21723,82993,ACAD,Acadia NP,1999
5,21923,174610,ACAD,Acadia NP,1999
6,21723,315980,ACAD,Acadia NP,1999
7,21923,562996,ACAD,Acadia NP,1999
8,21923,639073,ACAD,Acadia NP,1999
9,21723,426024,ACAD,Acadia NP,1999
10,20373,277644,ACAD,Acadia NP,1999
11,20223,39416,ACAD,Acadia NP,1999
12,20373,16211,ACAD,Acadia NP,1999
1,20373,22500,ACAD,Acadia NP,2000
2,19923,23848,ACAD,Acadia NP,2000
3,20373,35423,ACAD,Acadia NP,2000
4,21723,78555,ACAD,Acadia NP,2000
5,21923,166456,ACAD,Acadia NP,2000
6,21723,319208,ACAD,Acadia NP,2000
7,21923,547929,ACAD,Acadia NP,2000
8,21923,594904,ACAD,Acadia NP,2000
9,21723,378135,ACAD,Acadia NP,2000
10,20373,253626,ACAD,Acadia NP,2000
11,20223,33693,ACAD,Acadia NP,2000
12,20373,14961,ACAD,Acadia NP,2000
1,20373,18090,ACAD,Acadia NP,2001
2,19923,23926,ACAD,Acadia NP,2001
3,20373,35473,ACAD,Acadia NP,2001
4,21723,76007,ACAD,Acadia NP,2001
5,21923,157353,ACAD,Acadia NP,2001
6,21723,325242,ACAD,Acadia NP,2001
7,21923,558641,ACAD,Acadia NP,2001
8,21923,630240,ACAD,Acadia NP,2001
9,21723,377456,ACAD,Acadia NP,2001
10,20373,257280,ACAD,Acadia NP,2001
11,20223,41353,ACAD,Acadia NP,2001
12,20373,15490,ACAD,Acadia NP,2001
1,20373,15309,ACAD,Acadia NP,2002
2,19923,25071,ACAD,Acadia NP,2002
3,20373,34498,ACAD,Acadia NP,2002
4,21723,72528,ACAD,Acadia NP,2002
5,21923,163145,ACAD,Acadia NP,2002
6,21723,325441,ACAD,Acadia NP,2002
7,21923,571119,ACAD,Acadia NP,2002
8,21923,636824,ACAD,Acadia NP,2002
9,21723,392531,ACAD,Acadia NP,2002
10,20373,271312,ACAD,Acadia NP,2002
11,20223,36589,ACAD,Acadia NP,2002
12,20373,14205,ACAD,Acadia NP,2002
1,0,22917,ACAD,Acadia NP,2003
2,0,21993,ACAD,Acadia NP,2003
3,0,34274,ACAD,Acadia NP,2003
4,0,68444,ACAD,Acadia NP,2003
5,6000,135443,ACAD,Acadia NP,2003
6,6000,309230,ACAD,Acadia NP,2003
7,6000,547836,ACAD,Acadia NP,2003
8,6000,595191,ACAD,Acadia NP,2003
9,6000,376060,ACAD,Acadia NP,2003
10,4500,262412,ACAD,Acadia NP,2003
11,0,44294,ACAD,Acadia NP,2003
12,0,12968,ACAD,Acadia NP,2003
1,0,11861,ACAD,Acadia NP,2004
2,0,14266,ACAD,Acadia NP,2004
3,0,20952,ACAD,Acadia NP,2004
4,0,60180,ACAD,Acadia NP,2004
5,6000,134597,ACAD,Acadia NP,2004
6,6000,305134,ACAD,Acadia NP,2004
7,6000,471406,ACAD,Acadia NP,2004
8,6000,524675,ACAD,Acadia NP,2004
9,6000,357146,ACAD,Acadia NP,2004
10,4500,261284,ACAD,Acadia NP,2004
11,0,34125,ACAD,Acadia NP,2004
12,0,12221,ACAD,Acadia NP,2004
1,600,10810,ACAD,Acadia NP,2005
2,600,11831,ACAD,Acadia NP,2005
3,600,18917,ACAD,Acadia NP,2005
4,600,59773,ACAD,Acadia NP,2005
5,7500,110330,ACAD,Acadia NP,2005
6,7500,275175,ACAD,Acadia NP,2005
7,7500,468512,ACAD,Acadia NP,2005
8,7500,519350,ACAD,Acadia NP,2005
9,7500,321070,ACAD,Acadia NP,2005
10,6000,207599,ACAD,Acadia NP,2005
11,600,37101,ACAD,Acadia NP,2005
12,600,11016,ACAD,Acadia NP,2005
1,600,13494,ACAD,Acadia NP,2006
2,600,12924,ACAD,Acadia NP,2006
3,600,21695,ACAD,Acadia NP,2006
4,600,59034,ACAD,Acadia NP,2006
5,7500,120889,ACAD,Acadia NP,2006
6,7500,244333,ACAD,Acadia NP,2006
7,7500,476631,ACAD,Acadia NP,2006
8,7500,506833,ACAD,Acadia NP,2006
9,7500,330649,ACAD,Acadia NP,2006
10,6000,249850,ACAD,Acadia NP,2006
11,600,33903,ACAD,Acadia NP,2006
12,600,13353,ACAD,Acadia NP,2006
1,600,12415,ACAD,Acadia NP,2007
2,600,11068,ACAD,Acadia NP,2007
3,600,19220,ACAD,Acadia NP,2007
4,600,61775,ACAD,Acadia NP,2007
5,7500,132152,ACAD,Acadia NP,2007
6,7500,273765,ACAD,Acadia NP,2007
7,7500,461894,ACAD,Acadia NP,2007
8,7500,544892,ACAD,Acadia NP,2007
9,7500,371217,ACAD,Acadia NP,2007
10,6000,263311,ACAD,Acadia NP,2007
11,600,41449,ACAD,Acadia NP,2007
12,600,9070,ACAD,Acadia NP,2007
1,600,10744,ACAD,Acadia NP,2008
2,600,11131,ACAD,Acadia NP,2008
3,600,17489,ACAD,Acadia NP,2008
4,600,53798,ACAD,Acadia NP,2008
5,7500,125679,ACAD,Acadia NP,2008
6,7500,263542,ACAD,Acadia NP,2008
7,7500,470295,ACAD,Acadia NP,2008
8,7500,514443,ACAD,Acadia NP,2008
9,7500,319582,ACAD,Acadia NP,2008
10,6000,246533,ACAD,Acadia NP,2008
11,600,32759,ACAD,Acadia NP,2008
12,600,9862,ACAD,Acadia NP,2008
1,600,9366,ACAD,Acadia NP,2009
2,600,9751,ACAD,Acadia NP,2009
3,600,19258,ACAD,Acadia NP,2009
4,600,59277,ACAD,Acadia NP,2009
5,7500,129885,ACAD,Acadia NP,2009
6,7500,244780,ACAD,Acadia NP,2009
7,7500,457622,ACAD,Acadia NP,2009
8,7500,586446,ACAD,Acadia NP,2009
9,7500,399789,ACAD,Acadia NP,2009
10,6000,258007,ACAD,Acadia NP,2009
11,600,44042,ACAD,Acadia NP,2009
12,600,9475,ACAD,Acadia NP,2009
1,600,10510,ACAD,Acadia NP,2010
2,600,13398,ACAD,Acadia NP,2010
3,600,26080,ACAD,Acadia NP,2010
4,600,57992,ACAD,Acadia NP,2010
5,7500,169898,ACAD,Acadia NP,2010
6,7500,286635,ACAD,Acadia NP,2010
7,7500,545382,ACAD,Acadia NP,2010
8,7500,627918,ACAD,Acadia NP,2010
9,7500,431001,ACAD,Acadia NP,2010
10,6000,289114,ACAD,Acadia NP,2010
11,600,36736,ACAD,Acadia NP,2010
12,600,9544,ACAD,Acadia NP,2010
1,600,10428,ACAD,Acadia NP,2011
2,600,9533,ACAD,Acadia NP,2011
3,600,19510,ACAD,Acadia NP,2011
4,600,58307,ACAD,Acadia NP,2011
5,7500,132720,ACAD,Acadia NP,2011
6,7500,297222,ACAD,Acadia NP,2011
7,7500,559892,ACAD,Acadia NP,2011
8,7500,583153,ACAD,Acadia NP,2011
9,7500,387868,ACAD,Acadia NP,2011
10,6000,270477,ACAD,Acadia NP,2011
11,600,34192,ACAD,Acadia NP,2011
12,600,11343,ACAD,Acadia NP,2011
1,600,11930,ACAD,Acadia NP,2012
2,600,12388,ACAD,Acadia NP,2012
3,600,22684,ACAD,Acadia NP,2012
4,600,59471,ACAD,Acadia NP,2012
5,7500,157406,ACAD,Acadia NP,2012
6,7500,309198,ACAD,Acadia NP,2012
7,7500,539234,ACAD,Acadia NP,2012
8,7500,574307,ACAD,Acadia NP,2012
9,7500,391810,ACAD,Acadia NP,2012
10,6000,302932,ACAD,Acadia NP,2012
11,600,38385,ACAD,Acadia NP,2012
12,600,11307,ACAD,Acadia NP,2012
1,600,11249,ACAD,Acadia NP,2013
2,600,9869,ACAD,Acadia NP,2013
3,600,20631,ACAD,Acadia NP,2013
4,600,47090,ACAD,Acadia NP,2013
5,7500,133653,ACAD,Acadia NP,2013
6,7500,315791,ACAD,Acadia NP,2013
7,7500,555308,ACAD,Acadia NP,2013
8,7500,617306,ACAD,Acadia NP,2013
9,7500,400400,ACAD,Acadia NP,2013
10,6000,94904,ACAD,Acadia NP,2013
11,600,41181,ACAD,Acadia NP,2013
12,600,7540,ACAD,Acadia NP,2013
1,600,10459,ACAD,Acadia NP,2014
2,600,10258,ACAD,Acadia NP,2014
3,600,17502,ACAD,Acadia NP,2014
4,600,57211,ACAD,Acadia NP,2014
5,7500,153013,ACAD,Acadia NP,2014
6,7500,338845,ACAD,Acadia NP,2014
7,7500,561073,ACAD,Acadia NP,2014
8,7500,638152,ACAD,Acadia NP,2014
9,7500,418173,ACAD,Acadia NP,2014
10,6000,313920,ACAD,Acadia NP,2014
11,600,31013,ACAD,Acadia NP,2014
12,600,13510,ACAD,Acadia NP,2014
1,600,12578,ACAD,Acadia NP,2015
2,600,10626,ACAD,Acadia NP,2015
3,600,18062,ACAD,Acadia NP,2015
4,600,63214,ACAD,Acadia NP,2015
5,7500,187205,ACAD,Acadia NP,2015
6,7500,359661,ACAD,Acadia NP,2015
7,7500,606597,ACAD,Acadia NP,2015
8,7500,666767,ACAD,Acadia NP,2015
9,7500,479320,ACAD,Acadia NP,2015
10,6000,344362,ACAD,Acadia NP,2015
11,600,48912,ACAD,Acadia NP,2015
12,600,13880,ACAD,Acadia NP,2015
1,600,17204,ACAD,Acadia NP,2016
2,600,16530,ACAD,Acadia NP,2016
3,600,28121,ACAD,Acadia NP,2016
4,600,94199,ACAD,Acadia NP,2016
5,7500,217147,ACAD,Acadia NP,2016
6,7500,445410,ACAD,Acadia NP,2016
7,7500,696854,ACAD,Acadia NP,2016
8,7500,735945,ACAD,Acadia NP,2016
9,7500,570434,ACAD,Acadia NP,2016
10,6000,412416,ACAD,Acadia NP,2016
11,600,55022,ACAD,Acadia NP,2016
12,600,14111,ACAD,Acadia NP,2016
1,600,15520,ACAD,Acadia NP,2017
2,600,14342,ACAD,Acadia NP,2017
3,600,20936,ACAD,Acadia NP,2017
4,600,85267,ACAD,Acadia NP,2017
5,7500,222978,ACAD,Acadia NP,2017
6,7500,476191,ACAD,Acadia NP,2017
7,7500,743529,ACAD,Acadia NP,2017
8,7500,762436,ACAD,Acadia NP,2017
9,7500,595388,ACAD,Acadia NP,2017
10,6000,507594,ACAD,Acadia NP,2017
11,600,53006,ACAD,Acadia NP,2017
12,600,12084,ACAD,Acadia NP,2017
1,600,11974,ACAD,Acadia NP,2018
2,600,12167,ACAD,Acadia NP,2018
3,600,23756,ACAD,Acadia NP,2018
4,600,72858,ACAD,Acadia NP,2018
5,7500,249050,ACAD,Acadia NP,2018
6,7500,499163,ACAD,Acadia NP,2018
7,7500,759165,ACAD,Acadia NP,2018
8,7500,767219,ACAD,Acadia NP,2018
9,7500,600397,ACAD,Acadia NP,2018
10,6000,488204,ACAD,Acadia NP,2018
11,600,40930,ACAD,Acadia NP,2018
12,600,12692,ACAD,Acadia NP,2018
1,600,8532,ACAD,Acadia NP,2019
2,600,9154,ACAD,Acadia NP,2019
3,600,20161,ACAD,Acadia NP,2019
4,600,68046,ACAD,Acadia NP,2019
5,7500,226156,ACAD,Acadia NP,2019
6,7500,490720,ACAD,Acadia NP,2019
7,7500,756439,ACAD,Acadia NP,2019
8,7500,759735,ACAD,Acadia NP,2019
9,7500,603273,ACAD,Acadia NP,2019
10,6000,436194,ACAD,Acadia NP,2019
11,600,46011,ACAD,Acadia NP,2019
12,600,12865,ACAD,Acadia NP,2019
1,600,12640,ACAD,Acadia NP,2020
2,600,13459,ACAD,Acadia NP,2020
3,600,28539,ACAD,Acadia NP,2020
4,600,55713,ACAD,Acadia NP,2020
5,7500,103120,ACAD,Acadia NP,2020
6,7500,201156,ACAD,Acadia NP,2020
7,7500,493971,ACAD,Acadia NP,2020
8,7500,681746,ACAD,Acadia NP,2020
9,7500,500320,ACAD,Acadia NP,2020
10,6000,480859,ACAD,Acadia NP,2020
11,600,76251,ACAD,Acadia NP,2020
12,600,21260,ACAD,Acadia NP,2020
1,600,20268,ACAD,Acadia NP,2021
2,600,16123,ACAD,Acadia NP,2021
3,600,38060,ACAD,Acadia NP,2021
4,600,110096,ACAD,Acadia NP,2021
5,7500,324654,ACAD,Acadia NP,2021
6,7500,661919,ACAD,Acadia NP,2021
7,7500,782146,ACAD,Acadia NP,2021
8,7500,795437,ACAD,Acadia NP,2021
9,7500,667301,ACAD,Acadia NP,2021
10,6000,557624,ACAD,Acadia NP,2021
11,600,81089,ACAD,Acadia NP,2021
12,600,14381,ACAD,Acadia NP,2021
1,600,10411,ACAD,Acadia NP,2022
2,600,13045,ACAD,Acadia NP,2022
3,600,22476,ACAD,Acadia NP,2022
4,600,105126,ACAD,Acadia NP,2022
5,7500,327466,ACAD,Acadia NP,2022
6,7500,603023,ACAD,Acadia NP,2022
7,7500,791358,ACAD,Acadia NP,2022
8,7500,785236,ACAD,Acadia NP,2022
9,7500,697292,ACAD,Acadia NP,2022
10,6000,521646,ACAD,Acadia NP,2022
11,600,70675,ACAD,Acadia NP,2022
12,600,22506,ACAD,Acadia NP,2022
1,600,15217,ACAD,Acadia NP,2023
2,600,15281,ACAD,Acadia NP,2023
3,600,30822,ACAD,Acadia NP,2023
4,600,102928,ACAD,Acadia NP,2023
5,7500,340425,ACAD,Acadia NP,2023
6,7500,566535,ACAD,Acadia NP,2023
7,7500,767956,ACAD,Acadia NP,2023
8,7500,774296,ACAD,Acadia NP,2023
9,7500,643506,ACAD,Acadia NP,2023
10,6000,541067,ACAD,Acadia NP,2023
11,600,66987,ACAD,Acadia NP,2023
12,600,14870,ACAD,Acadia NP,2023
1,0,425,NIOB,Niobrara NSR,2004
2,0,205,NIOB,Niobrara NSR,2004
3,0,332,NIOB,Niobrara NSR,2004
4,0,438,NIOB,Niobrara NSR,2004
5,0,1290,NIOB,Niobrara NSR,2004
6,0,10923,NIOB,Niobrara NSR,2004
7,0,20520,NIOB,Niobrara NSR,2004
8,0,16817,NIOB,Niobrara NSR,2004
9,0,1826,NIOB,Niobrara NSR,2004
10,0,493,NIOB,Niobrara NSR,2004
11,0,637,NIOB,Niobrara NSR,2004
12,0,479,NIOB,Niobrara NSR,2004
1,0,341,NIOB,Niobrara NSR,2005
2,0,214,NIOB,Niobrara NSR,2005
3,0,338,NIOB,Niobrara NSR,2005
4,0,424,NIOB,Niobrara NSR,2005
5,0,2430,NIOB,Niobrara NSR,2005
6,0,10105,NIOB,Niobrara NSR,2005
7,0,19344,NIOB,Niobrara NSR,2005
8,0,22304,NIOB,Niobrara NSR,2005
9,0,1406,NIOB,Niobrara NSR,2005
10,0,815,NIOB,Niobrara NSR,2005
11,0,598,NIOB,Niobrara NSR,2005
12,0,431,NIOB,Niobrara NSR,2005
1,0,684,NIOB,Niobrara NSR,2006
2,0,587,NIOB,Niobrara NSR,2006
3,0,624,NIOB,Niobrara NSR,2006
4,0,1326,NIOB,Niobrara NSR,2006
5,0,3712,NIOB,Niobrara NSR,2006
6,0,9916,NIOB,Niobrara NSR,2006
7,0,22369,NIOB,Niobrara NSR,2006
8,0,15992,NIOB,Niobrara NSR,2006
9,0,2437,NIOB,Niobrara NSR,2006
10,0,1586,NIOB,Niobrara NSR,2006
11,0,834,NIOB,Niobrara NSR,2006
12,0,330,NIOB,Niobrara NSR,2006
1,0,547,NIOB,Niobrara NSR,2007
2,0,188,NIOB,Niobrara NSR,2007
3,0,672,NIOB,Niobrara NSR,2007
4,0,996,NIOB,Niobrara NSR,2007
5,0,2623,NIOB,Niobrara NSR,2007
6,0,12962,NIOB,Niobrara NSR,2007
7,0,27325,NIOB,Niobrara NSR,2007
8,0,26484,NIOB,Niobrara NSR,2007
9,0,5159,NIOB,Niobrara NSR,2007
10,0,1611,NIOB,Niobrara NSR,2007
11,0,959,NIOB,Niobrara NSR,2007
12,0,416,NIOB,Niobrara NSR,2007
1,0,689,NIOB,Niobrara NSR,2008
2,0,699,NIOB,Niobrara NSR,2008
3,0,1936,NIOB,Niobrara NSR,2008
4,0,1251,NIOB,Niobrara NSR,2008
5,0,2538,NIOB,Niobrara NSR,2008
6,0,11279,NIOB,Niobrara NSR,2008
7,0,23030,NIOB,Niobrara NSR,2008
8,0,21098,NIOB,Niobrara NSR,2008
9,0,4881,NIOB,Niobrara NSR,2008
10,0,1517,NIOB,Niobrara NSR,2008
11,0,678,NIOB,Niobrara NSR,2008
12,0,674,NIOB,Niobrara NSR,2008
1,0,663,NIOB,Niobrara NSR,2009
2,0,369,NIOB,Niobrara NSR,2009
3,0,443,NIOB,Niobrara NSR,2009
4,0,779,NIOB,Niobrara NSR,2009
5,0,2921,NIOB,Niobrara NSR,2009
6,0,13464,NIOB,Niobrara NSR,2009
7,0,23128,NIOB,Niobrara NSR,2009
8,0,20324,NIOB,Niobrara NSR,2009
9,0,3641,NIOB,Niobrara NSR,2009
10,0,1097,NIOB,Niobrara NSR,2009
11,0,930,NIOB,Niobrara NSR,2009
12,0,299,NIOB,Niobrara NSR,2009
1,0,741,NIOB,Niobrara NSR,2010
2,0,372,NIOB,Niobrara NSR,2010
3,0,749,NIOB,Niobrara NSR,2010
4,0,1146,NIOB,Niobrara NSR,2010
5,0,2923,NIOB,Niobrara NSR,2010
6,0,10183,NIOB,Niobrara NSR,2010
7,0,26134,NIOB,Niobrara NSR,2010
8,0,20233,NIOB,Niobrara NSR,2010
9,0,4464,NIOB,Niobrara NSR,2010
10,0,1670,NIOB,Niobrara NSR,2010
11,0,714,NIOB,Niobrara NSR,2010
12,0,376,NIOB,Niobrara NSR,2010
1,0,618,NIOB,Niobrara NSR,2011
2,0,375,NIOB,Niobrara NSR,2011
3,0,732,NIOB,Niobrara NSR,2011
4,0,834,NIOB,Niobrara NSR,2011
5,0,1892,NIOB,Niobrara NSR,2011
6,0,10221,NIOB,Niobrara NSR,2011
7,0,24232,NIOB,Niobrara NSR,2011
8,0,18097,NIOB,Niobrara NSR,2011
9,0,5553,NIOB,Niobrara NSR,2011
10,0,1739,NIOB,Niobrara NSR,2011
11,0,872,NIOB,Niobrara NSR,2011
12,0,620,NIOB,Niobrara NSR,2011
1,0,775,NIOB,Niobrara NSR,2012
2,0,423,NIOB,Niobrara NSR,2012
3,0,1067,NIOB,Niobrara NSR,2012
4,0,981,NIOB,Niobrara NSR,2012
5,0,1892,NIOB,Niobrara NSR,2012
6,0,11539,NIOB,Niobrara NSR,2012
7,0,23477,NIOB,Niobrara NSR,2012
8,0,21323,NIOB,Niobrara NSR,2012
9,0,2254,NIOB,Niobrara NSR,2012
10,0,1210,NIOB,Niobrara NSR,2012
11,0,706,NIOB,Niobrara NSR,2012
12,0,352,NIOB,Niobrara NSR,2012
1,0,568,NIOB,Niobrara NSR,2013
2,0,343,NIOB,Niobrara NSR,2013
3,0,676,NIOB,Niobrara NSR,2013
4,0,859,NIOB,Niobrara NSR,2013
5,0,2296,NIOB,Niobrara NSR,2013
6,0,14922,NIOB,Niobrara NSR,2013
7,0,22740,NIOB,Niobrara NSR,2013
8,0,24158,NIOB,Niobrara NSR,2013
9,0,3069,NIOB,Niobrara NSR,2013
10,0,1135,NIOB,Niobrara NSR,2013
11,0,482,NIOB,Niobrara NSR,2013
12,0,628,NIOB,Niobrara NSR,2013
1,0,761,NIOB,Niobrara NSR,2014
2,0,445,NIOB,Niobrara NSR,2014
3,0,785,NIOB,Niobrara NSR,2014
4,0,1026,NIOB,Niobrara NSR,2014
5,0,3288,NIOB,Niobrara NSR,2014
6,0,6349,NIOB,Niobrara NSR,2014
7,0,16306,NIOB,Niobrara NSR,2014
8,0,14823,NIOB,Niobrara NSR,2014
9,0,7627,NIOB,Niobrara NSR,2014
10,0,1115,NIOB,Niobrara NSR,2014
11,0,568,NIOB,Niobrara NSR,2014
12,0,350,NIOB,Niobrara NSR,2014
1,0,768,NIOB,Niobrara NSR,2015
2,0,509,NIOB,Niobrara NSR,2015
3,0,1192,NIOB,Niobrara NSR,2015
4,0,1296,NIOB,Niobrara NSR,2015
5,0,3339,NIOB,Niobrara NSR,2015
6,0,6150,NIOB,Niobrara NSR,2015
7,0,30575,NIOB,Niobrara NSR,2015
8,0,18039,NIOB,Niobrara NSR,2015
9,0,2826,NIOB,Niobrara NSR,2015
10,0,2330,NIOB,Niobrara NSR,2015
11,0,733,NIOB,Niobrara NSR,2015
12,0,353,NIOB,Niobrara NSR,2015
1,0,773,NIOB,Niobrara NSR,2016
2,0,370,NIOB,Niobrara NSR,2016
3,0,852,NIOB,Niobrara NSR,2016
4,0,2530,NIOB,Niobrara NSR,2016
5,0,3705,NIOB,Niobrara NSR,2016
6,0,12881,NIOB,Niobrara NSR,2016
7,0,26554,NIOB,Niobrara NSR,2016
8,0,16445,NIOB,Niobrara NSR,2016
9,0,7379,NIOB,Niobrara NSR,2016
10,0,1412,NIOB,Niobrara NSR,2016
